,Demanda
2024-04-01 04:00:00,7780504.32
2024-04-01 05:00:00,7906020.76
2024-04-01 06:00:00,8255098.27
2024-04-01 07:00:00,8394875.85
2024-04-01 08:00:00,9051964.37
2024-04-01 09:00:00,9633172.21
2024-04-01 10:00:00,9958955.6
2024-04-01 11:00:00,10089638.59
2024-04-01 12:00:00,10385867.85
2024-04-01 13:00:00,10315163.36
2024-04-01 14:00:00,10469500.18
2024-04-01 15:00:00,10729809.81
2024-04-01 16:00:00,10720812.93
2024-04-01 17:00:00,10530494.1
2024-04-01 18:00:00,10315814.98
2024-04-01 19:00:00,10435744.91
2024-04-01 20:00:00,10584368.37
2024-04-01 21:00:00,10566279.78
2024-04-01 22:00:00,10117963.87
2024-04-01 23:00:00,9559654.53
2024-04-02 00:00:00,9116076.53
2024-04-02 01:00:00,8630841.44
2024-04-02 02:00:00,8312361.25
2024-04-02 03:00:00,8098199.65
2024-04-02 04:00:00,7977944.49
2024-04-02 05:00:00,8136393.52
2024-04-02 06:00:00,8564783.73
2024-04-02 07:00:00,8620920.08
2024-04-02 08:00:00,8963358.51
2024-04-02 09:00:00,9384145.96
2024-04-02 10:00:00,9482311.99
2024-04-02 11:00:00,9755840.03
2024-04-02 12:00:00,10024394.93
2024-04-02 13:00:00,10030934.14
2024-04-02 14:00:00,10149488.94
2024-04-02 15:00:00,10341732.23
2024-04-02 16:00:00,10367176.39
2024-04-02 17:00:00,10205853.74
2024-04-02 18:00:00,9913040.59
2024-04-02 19:00:00,10367274.37
2024-04-02 20:00:00,10524318.29
2024-04-02 21:00:00,10333317.52
2024-04-02 22:00:00,9908789.06
2024-04-02 23:00:00,9299758.95
2024-04-03 00:00:00,8738033.94
2024-04-03 01:00:00,8387094.83
2024-04-03 02:00:00,8177962.27
2024-04-03 03:00:00,8033722.48
2024-04-03 04:00:00,7985201.49
2024-04-03 05:00:00,8214468.94
2024-04-03 06:00:00,8571436.23
2024-04-03 07:00:00,8633475.66
2024-04-03 08:00:00,9105988.91
2024-04-03 09:00:00,9494469.66
2024-04-03 10:00:00,9722607.85
2024-04-03 11:00:00,9996744.06
2024-04-03 12:00:00,10190770.26
2024-04-03 13:00:00,10133030.05
2024-04-03 14:00:00,10266568.03
2024-04-03 15:00:00,10475519.52
2024-04-03 16:00:00,10447646.27
2024-04-03 17:00:00,10300782.51
2024-04-03 18:00:00,10066244.2
2024-04-03 19:00:00,10501601.44
2024-04-03 20:00:00,10704506.15
2024-04-03 21:00:00,10533878.93
2024-04-03 22:00:00,10078676.42
2024-04-03 23:00:00,9446560.19
2024-04-04 00:00:00,8854353.16
2024-04-04 01:00:00,8404337.12
2024-04-04 02:00:00,8144646.56
2024-04-04 03:00:00,7994459.81
2024-04-04 04:00:00,7952998.63
2024-04-04 05:00:00,8053775.11
2024-04-04 06:00:00,8554169.73
2024-04-04 07:00:00,8920191.11
2024-04-04 08:00:00,9237073.75
2024-04-04 09:00:00,9530510.13
2024-04-04 10:00:00,9802873.67
2024-04-04 11:00:00,10059898.69
2024-04-04 12:00:00,10167011.09
2024-04-04 13:00:00,10124785.78
2024-04-04 14:00:00,10275922.5
2024-04-04 15:00:00,10354310.67
2024-04-04 16:00:00,10298486.39
2024-04-04 17:00:00,10164235.97
2024-04-04 18:00:00,9995584.01
2024-04-04 19:00:00,10420520.5
2024-04-04 20:00:00,10608712.39
2024-04-04 21:00:00,10427558.3
2024-04-04 22:00:00,9968591.16
2024-04-04 23:00:00,9308985.22
2024-04-05 00:00:00,8871984.25
2024-04-05 01:00:00,8355678.54
2024-04-05 02:00:00,8070135.97
2024-04-05 03:00:00,7870205.11
2024-04-05 04:00:00,7806858.75
2024-04-05 05:00:00,8002321.98
2024-04-05 06:00:00,8462821.2
2024-04-05 07:00:00,8586820.52
2024-04-05 08:00:00,9025283.34
2024-04-05 09:00:00,9727088.65
2024-04-05 10:00:00,10078185.61
2024-04-05 11:00:00,10502846.02
2024-04-05 12:00:00,10727829.46
2024-04-05 13:00:00,10647816.29
2024-04-05 14:00:00,10829924.24
2024-04-05 15:00:00,10996339.23
2024-04-05 16:00:00,11042234.2
2024-04-05 17:00:00,10891498.53
2024-04-05 18:00:00,10515023.16
2024-04-05 19:00:00,10845314.17
2024-04-05 20:00:00,10964414.25
2024-04-05 21:00:00,10808866.82
2024-04-05 22:00:00,10541780.99
2024-04-05 23:00:00,9870367.69
2024-04-06 00:00:00,9388620.1
2024-04-06 01:00:00,8901480.38
2024-04-06 02:00:00,8528516.55
2024-04-06 03:00:00,8449747.58
2024-04-06 04:00:00,8279703.79
2024-04-06 05:00:00,8282544.79
2024-04-06 06:00:00,8380828.8
2024-04-06 07:00:00,8457634.08
2024-04-06 08:00:00,8943643.2
2024-04-06 09:00:00,9381611.08
2024-04-06 10:00:00,9680123.2
2024-04-06 11:00:00,9946301.2
2024-04-06 12:00:00,10265288.13
2024-04-06 13:00:00,10233330.22
2024-04-06 14:00:00,10141883.68
2024-04-06 15:00:00,10111829.36
2024-04-06 16:00:00,10063336.63
2024-04-06 17:00:00,9969865.66
2024-04-06 18:00:00,9699179.27
2024-04-06 19:00:00,10238672.53
2024-04-06 20:00:00,10367429.3
2024-04-06 21:00:00,10089876.04
2024-04-06 22:00:00,9736339.53
2024-04-06 23:00:00,9478437.31
2024-04-07 00:00:00,9038457.95
2024-04-07 01:00:00,8441177.57
2024-04-07 02:00:00,8130547.2
2024-04-07 03:00:00,7884477.57
2024-04-07 04:00:00,7809209.53
2024-04-07 05:00:00,7699118.87
2024-04-07 06:00:00,7583806.43
2024-04-07 07:00:00,7297254.72
2024-04-07 08:00:00,7582683.42
2024-04-07 09:00:00,7958518.42
2024-04-07 10:00:00,8320509.19
2024-04-07 11:00:00,8744497.14
2024-04-07 12:00:00,9059509.67
2024-04-07 13:00:00,9212547.27
2024-04-07 14:00:00,9231972.82
2024-04-07 15:00:00,9161440.44
2024-04-07 16:00:00,9173852.11
2024-04-07 17:00:00,9091374.85
2024-04-07 18:00:00,9071920.63
2024-04-07 19:00:00,9840059.44
2024-04-07 20:00:00,10189712.9
2024-04-07 21:00:00,10151189.7
2024-04-07 22:00:00,9891562.43
2024-04-07 23:00:00,9451308.99
2024-04-08 00:00:00,8950020.91
2024-04-08 01:00:00,8572007.47
2024-04-08 02:00:00,8262172.71
2024-04-08 03:00:00,8030495.16
2024-04-08 04:00:00,7940618.82
2024-04-08 05:00:00,8139377.81
2024-04-08 06:00:00,8577700.86
2024-04-08 07:00:00,8755498.62
2024-04-08 08:00:00,9254944.66
2024-04-08 09:00:00,9685884.11
2024-04-08 10:00:00,9879479.35
2024-04-08 11:00:00,10233511.26
2024-04-08 12:00:00,10553755.59
2024-04-08 13:00:00,10451863.29
2024-04-08 14:00:00,10606106.6
2024-04-08 15:00:00,10815493.9
2024-04-08 16:00:00,10823895.31
2024-04-08 17:00:00,10668019.31
2024-04-08 18:00:00,10285656.15
2024-04-08 19:00:00,10769662.2
2024-04-08 20:00:00,10933859.56
2024-04-08 21:00:00,10778253.67
2024-04-08 22:00:00,10266489.47
2024-04-08 23:00:00,9650808.43
2024-04-09 00:00:00,9092593.87
2024-04-09 01:00:00,8622567.41
2024-04-09 02:00:00,8337747.86
2024-04-09 03:00:00,8168616.27
2024-04-09 04:00:00,8043990.68
2024-04-09 05:00:00,8179945.72
2024-04-09 06:00:00,8556810.33
2024-04-09 07:00:00,8649899.56
2024-04-09 08:00:00,9064580.4
2024-04-09 09:00:00,9507384.09
2024-04-09 10:00:00,9772567.93
2024-04-09 11:00:00,10187362.94
2024-04-09 12:00:00,10464880.49
2024-04-09 13:00:00,10418499.86
2024-04-09 14:00:00,10537311.29
2024-04-09 15:00:00,10735667.63
2024-04-09 16:00:00,10776453.43
2024-04-09 17:00:00,10602029.16
2024-04-09 18:00:00,10267435.64
2024-04-09 19:00:00,10731562.31
2024-04-09 20:00:00,10908057.79
2024-04-09 21:00:00,10721728.27
2024-04-09 22:00:00,10271822.07
2024-04-09 23:00:00,9656690.3
2024-04-10 00:00:00,9077226.42
2024-04-10 01:00:00,8785306.07
2024-04-10 02:00:00,8488947.69
2024-04-10 03:00:00,8338972.76
2024-04-10 04:00:00,8246665.5
2024-04-10 05:00:00,8353927.25
2024-04-10 06:00:00,8745474.32
2024-04-10 07:00:00,8824691.66
2024-04-10 08:00:00,9278955.04
2024-04-10 09:00:00,9718262.38
2024-04-10 10:00:00,9933451.53
2024-04-10 11:00:00,10271924.7
2024-04-10 12:00:00,10510110.35
2024-04-10 13:00:00,10448532.64
2024-04-10 14:00:00,10627574.07
2024-04-10 15:00:00,10863678.74
2024-04-10 16:00:00,10932901.6
2024-04-10 17:00:00,10819630.55
2024-04-10 18:00:00,10420282.76
2024-04-10 19:00:00,10914694.38
2024-04-10 20:00:00,11147044.54
2024-04-10 21:00:00,10937429.01
2024-04-10 22:00:00,10510749.73
2024-04-10 23:00:00,9856606.41
2024-04-11 00:00:00,9296120.56
2024-04-11 01:00:00,8986727.53
2024-04-11 02:00:00,8686600.83
2024-04-11 03:00:00,8447548.8
2024-04-11 04:00:00,8329765.58
2024-04-11 05:00:00,8529992.28
2024-04-11 06:00:00,8845688.27
2024-04-11 07:00:00,9026412.43
2024-04-11 08:00:00,9473923.76
2024-04-11 09:00:00,9756569.85
2024-04-11 10:00:00,10011073.03
2024-04-11 11:00:00,10416546.24
2024-04-11 12:00:00,10748966.3
2024-04-11 13:00:00,10666071.95
2024-04-11 14:00:00,10856607.14
2024-04-11 15:00:00,11057595.68
2024-04-11 16:00:00,11080505.89
2024-04-11 17:00:00,10979437.17
2024-04-11 18:00:00,10626874.78
2024-04-11 19:00:00,11125705.66
2024-04-11 20:00:00,11348528.37
2024-04-11 21:00:00,11150734.75
2024-04-11 22:00:00,10689651.99
2024-04-11 23:00:00,10037415.92
2024-04-12 00:00:00,9455663.18
2024-04-12 01:00:00,8951356.7
2024-04-12 02:00:00,8650388.68
2024-04-12 03:00:00,8408236.08
2024-04-12 04:00:00,8286026.23
2024-04-12 05:00:00,8420856.04
2024-04-12 06:00:00,8762933.18
2024-04-12 07:00:00,8889434.56
2024-04-12 08:00:00,9341828.59
2024-04-12 09:00:00,9752535.93
2024-04-12 10:00:00,10089369.99
2024-04-12 11:00:00,10427916.46
2024-04-12 12:00:00,10711945.02
2024-04-12 13:00:00,10679901.31
2024-04-12 14:00:00,10892679.2
2024-04-12 15:00:00,11099864.53
2024-04-12 16:00:00,11095807.21
2024-04-12 17:00:00,10944878.89
2024-04-12 18:00:00,10627750.37
2024-04-12 19:00:00,11020614.12
2024-04-12 20:00:00,11171763.25
2024-04-12 21:00:00,10988269.37
2024-04-12 22:00:00,10545821.89
2024-04-12 23:00:00,9991306.36
2024-04-13 00:00:00,9458055.02
2024-04-13 01:00:00,9012778.57
2024-04-13 02:00:00,8676758.59
2024-04-13 03:00:00,8386641.67
2024-04-13 04:00:00,8204744.82
2024-04-13 05:00:00,8200603.86
2024-04-13 06:00:00,8256482.7
2024-04-13 07:00:00,8354902.89
2024-04-13 08:00:00,8892703.83
2024-04-13 09:00:00,9417451.18
2024-04-13 10:00:00,9766588.11
2024-04-13 11:00:00,10077598.72
2024-04-13 12:00:00,10278465.4
2024-04-13 13:00:00,10247262.36
2024-04-13 14:00:00,10198257.56
2024-04-13 15:00:00,10168395.56
2024-04-13 16:00:00,10087415.3
2024-04-13 17:00:00,9957144.89
2024-04-13 18:00:00,9881273.77
2024-04-13 19:00:00,10440986.43
2024-04-13 20:00:00,10496677.52
2024-04-13 21:00:00,10193360.78
2024-04-13 22:00:00,9797857.84
2024-04-13 23:00:00,9354676.42
2024-04-14 00:00:00,8936385.53
2024-04-14 01:00:00,8573757.68
2024-04-14 02:00:00,8245122.67
2024-04-14 03:00:00,8002352.03
2024-04-14 04:00:00,7806123.07
2024-04-14 05:00:00,7696168.26
2024-04-14 06:00:00,7520297.9
2024-04-14 07:00:00,7325385.84
2024-04-14 08:00:00,7591016.79
2024-04-14 09:00:00,7889229.01
2024-04-14 10:00:00,8202778.0
2024-04-14 11:00:00,8501795.91
2024-04-14 12:00:00,8747024.79
2024-04-14 13:00:00,8911325.03
2024-04-14 14:00:00,8973865.4
2024-04-14 15:00:00,8953102.66
2024-04-14 16:00:00,8944107.43
2024-04-14 17:00:00,8899238.58
2024-04-14 18:00:00,8879458.17
2024-04-14 19:00:00,9562383.9
2024-04-14 20:00:00,9850302.37
2024-04-14 21:00:00,9794144.22
2024-04-14 22:00:00,9569206.37
2024-04-14 23:00:00,9168012.05
2024-04-15 00:00:00,8700459.52
2024-04-15 01:00:00,8315480.89
2024-04-15 02:00:00,8025586.3
2024-04-15 03:00:00,7829952.22
2024-04-15 04:00:00,7748145.73
2024-04-15 05:00:00,7911556.73
2024-04-15 06:00:00,8320556.35
2024-04-15 07:00:00,8503358.87
2024-04-15 08:00:00,9040814.98
2024-04-15 09:00:00,9592620.39
2024-04-15 10:00:00,9882070.65
2024-04-15 11:00:00,10244705.89
2024-04-15 12:00:00,10586432.21
2024-04-15 13:00:00,10520857.98
2024-04-15 14:00:00,10647533.92
2024-04-15 15:00:00,10940546.59
2024-04-15 16:00:00,10961905.41
2024-04-15 17:00:00,10806841.65
2024-04-15 18:00:00,10467728.5
2024-04-15 19:00:00,10837865.6
2024-04-15 20:00:00,11017562.21
2024-04-15 21:00:00,10852564.02
2024-04-15 22:00:00,10414073.11
2024-04-15 23:00:00,9769785.38
2024-04-16 00:00:00,9218399.89
2024-04-16 01:00:00,8782342.47
2024-04-16 02:00:00,8494877.84
2024-04-16 03:00:00,8253035.66
2024-04-16 04:00:00,8139456.02
2024-04-16 05:00:00,8274854.56
2024-04-16 06:00:00,8649963.03
2024-04-16 07:00:00,8732956.68
2024-04-16 08:00:00,9245848.77
2024-04-16 09:00:00,9645830.37
2024-04-16 10:00:00,9937970.57
2024-04-16 11:00:00,10298700.5
2024-04-16 12:00:00,10613804.88
2024-04-16 13:00:00,10539518.56
2024-04-16 14:00:00,10731337.03
2024-04-16 15:00:00,10997913.25
2024-04-16 16:00:00,11045631.28
2024-04-16 17:00:00,10901946.5
2024-04-16 18:00:00,10540761.18
2024-04-16 19:00:00,10937580.05
2024-04-16 20:00:00,11154175.34
2024-04-16 21:00:00,10964067.31
2024-04-16 22:00:00,10517893.58
2024-04-16 23:00:00,9902228.69
2024-04-17 00:00:00,9299249.21
2024-04-17 01:00:00,8842211.92
2024-04-17 02:00:00,8552336.24
2024-04-17 03:00:00,8311788.35
2024-04-17 04:00:00,8231966.17
2024-04-17 05:00:00,8351607.55
2024-04-17 06:00:00,8691645.4
2024-04-17 07:00:00,8794179.03
2024-04-17 08:00:00,9303854.21
2024-04-17 09:00:00,9721216.01
2024-04-17 10:00:00,9995293.84
2024-04-17 11:00:00,10273249.27
2024-04-17 12:00:00,10560925.05
2024-04-17 13:00:00,10514725.31
2024-04-17 14:00:00,10651745.78
2024-04-17 15:00:00,10860118.22
2024-04-17 16:00:00,10910241.71
2024-04-17 17:00:00,10787632.7
2024-04-17 18:00:00,10460052.36
2024-04-17 19:00:00,10909233.13
2024-04-17 20:00:00,11033701.72
2024-04-17 21:00:00,10801182.55
2024-04-17 22:00:00,10317881.73
2024-04-17 23:00:00,9763244.27
2024-04-18 00:00:00,9149480.85
2024-04-18 01:00:00,8675705.94
2024-04-18 02:00:00,8364408.26
2024-04-18 03:00:00,8165640.25
2024-04-18 04:00:00,8053676.39
2024-04-18 05:00:00,8207984.67
2024-04-18 06:00:00,8635546.97
2024-04-18 07:00:00,8748870.1
2024-04-18 08:00:00,9237922.5
2024-04-18 09:00:00,9611742.74
2024-04-18 10:00:00,9852839.04
2024-04-18 11:00:00,10267970.2
2024-04-18 12:00:00,10519037.48
2024-04-18 13:00:00,10471610.03
2024-04-18 14:00:00,10613503.76
2024-04-18 15:00:00,10737843.53
2024-04-18 16:00:00,10778633.69
2024-04-18 17:00:00,10569654.72
2024-04-18 18:00:00,10293830.97
2024-04-18 19:00:00,10733796.86
2024-04-18 20:00:00,10862302.91
2024-04-18 21:00:00,10667798.05
2024-04-18 22:00:00,10227945.9
2024-04-18 23:00:00,9624430.71
2024-04-19 00:00:00,9033802.24
2024-04-19 01:00:00,8590351.4
2024-04-19 02:00:00,8307807.06
2024-04-19 03:00:00,8097596.55
2024-04-19 04:00:00,7980747.57
2024-04-19 05:00:00,8126280.11
2024-04-19 06:00:00,8476472.03
2024-04-19 07:00:00,8627787.0
2024-04-19 08:00:00,9030199.72
2024-04-19 09:00:00,9421324.75
2024-04-19 10:00:00,9727926.49
2024-04-19 11:00:00,10020593.96
2024-04-19 12:00:00,10336312.85
2024-04-19 13:00:00,10280588.51
2024-04-19 14:00:00,10326119.57
2024-04-19 15:00:00,10489722.18
2024-04-19 16:00:00,10435123.91
2024-04-19 17:00:00,10252000.96
2024-04-19 18:00:00,10030458.17
2024-04-19 19:00:00,10513247.62
2024-04-19 20:00:00,10603444.65
2024-04-19 21:00:00,10407226.27
2024-04-19 22:00:00,9958119.71
2024-04-19 23:00:00,9442990.52
2024-04-20 00:00:00,8916317.51
2024-04-20 01:00:00,8535035.34
2024-04-20 02:00:00,8226658.66
2024-04-20 03:00:00,8000097.67
2024-04-20 04:00:00,7875206.32
2024-04-20 05:00:00,7894401.25
2024-04-20 06:00:00,7950147.35
2024-04-20 07:00:00,8059592.64
2024-04-20 08:00:00,8584713.09
2024-04-20 09:00:00,9027527.87
2024-04-20 10:00:00,9376078.99
2024-04-20 11:00:00,9684327.39
2024-04-20 12:00:00,9913411.33
2024-04-20 13:00:00,9881603.32
2024-04-20 14:00:00,9794327.96
2024-04-20 15:00:00,9770554.27
2024-04-20 16:00:00,9687967.09
2024-04-20 17:00:00,9544562.63
2024-04-20 18:00:00,9490546.29
2024-04-20 19:00:00,10071804.14
2024-04-20 20:00:00,10120690.62
2024-04-20 21:00:00,9843226.14
2024-04-20 22:00:00,9478106.35
2024-04-20 23:00:00,9068188.51
2024-04-21 00:00:00,8614930.47
2024-04-21 01:00:00,8185032.36
2024-04-21 02:00:00,7908853.46
2024-04-21 03:00:00,7638830.41
2024-04-21 04:00:00,7451637.14
2024-04-21 05:00:00,7369884.17
2024-04-21 06:00:00,7264243.91
2024-04-21 07:00:00,7137799.74
2024-04-21 08:00:00,7382736.56
2024-04-21 09:00:00,7653410.27
2024-04-21 10:00:00,7877716.51
2024-04-21 11:00:00,8119449.47
2024-04-21 12:00:00,8378071.72
2024-04-21 13:00:00,8577101.81
2024-04-21 14:00:00,8615584.15
2024-04-21 15:00:00,8583857.33
2024-04-21 16:00:00,8483302.13
2024-04-21 17:00:00,8410385.13
2024-04-21 18:00:00,8451227.37
2024-04-21 19:00:00,9180342.7
2024-04-21 20:00:00,9471309.76
2024-04-21 21:00:00,9369060.66
2024-04-21 22:00:00,9098907.27
2024-04-21 23:00:00,8681680.8
2024-04-22 00:00:00,8229124.31
2024-04-22 01:00:00,7867222.46
2024-04-22 02:00:00,7632669.3
2024-04-22 03:00:00,7467309.43
2024-04-22 04:00:00,7383947.8
2024-04-22 05:00:00,7580966.79
2024-04-22 06:00:00,8029292.63
2024-04-22 07:00:00,8202089.19
2024-04-22 08:00:00,8680456.31
2024-04-22 09:00:00,9114785.07
2024-04-22 10:00:00,9373428.81
2024-04-22 11:00:00,9634246.46
2024-04-22 12:00:00,9897365.48
2024-04-22 13:00:00,9793773.2
2024-04-22 14:00:00,9811805.32
2024-04-22 15:00:00,9957951.61
2024-04-22 16:00:00,9957554.2
2024-04-22 17:00:00,9889099.92
2024-04-22 18:00:00,9693299.1
2024-04-22 19:00:00,10169842.57
2024-04-22 20:00:00,10288471.17
2024-04-22 21:00:00,10053295.35
2024-04-22 22:00:00,9580180.21
2024-04-22 23:00:00,8920419.69
2024-04-23 00:00:00,8390102.09
2024-04-23 01:00:00,8025330.77
2024-04-23 02:00:00,7780511.5
2024-04-23 03:00:00,7627010.87
2024-04-23 04:00:00,7564284.1
2024-04-23 05:00:00,7760487.38
2024-04-23 06:00:00,8213273.0
2024-04-23 07:00:00,8330857.39
2024-04-23 08:00:00,8744480.15
2024-04-23 09:00:00,9096507.34
2024-04-23 10:00:00,9366435.82
2024-04-23 11:00:00,9684877.41
2024-04-23 12:00:00,9937548.36
2024-04-23 13:00:00,9940631.32
2024-04-23 14:00:00,10072703.9
2024-04-23 15:00:00,10338792.12
2024-04-23 16:00:00,10370089.85
2024-04-23 17:00:00,10258199.75
2024-04-23 18:00:00,9962595.55
2024-04-23 19:00:00,10470112.35
2024-04-23 20:00:00,10631173.08
2024-04-23 21:00:00,10405670.72
2024-04-23 22:00:00,9960223.27
2024-04-23 23:00:00,9330784.95
2024-04-24 00:00:00,8781401.41
2024-04-24 01:00:00,8307290.29
2024-04-24 02:00:00,8044909.5
2024-04-24 03:00:00,7823918.43
2024-04-24 04:00:00,7764427.97
2024-04-24 05:00:00,7916017.18
2024-04-24 06:00:00,8334564.37
2024-04-24 07:00:00,8486241.61
2024-04-24 08:00:00,8934788.41
2024-04-24 09:00:00,9310245.62
2024-04-24 10:00:00,9555723.95
2024-04-24 11:00:00,9938180.48
2024-04-24 12:00:00,10182342.84
2024-04-24 13:00:00,10161136.73
2024-04-24 14:00:00,10352423.94
2024-04-24 15:00:00,10556529.02
2024-04-24 16:00:00,10604680.61
2024-04-24 17:00:00,10433675.85
2024-04-24 18:00:00,10089324.47
2024-04-24 19:00:00,10673216.32
2024-04-24 20:00:00,10847507.19
2024-04-24 21:00:00,10661955.55
2024-04-24 22:00:00,10183258.91
2024-04-24 23:00:00,9506955.62
2024-04-25 00:00:00,8926221.82
2024-04-25 01:00:00,8484404.75
2024-04-25 02:00:00,8212000.5
2024-04-25 03:00:00,7999285.76
2024-04-25 04:00:00,7903063.83
2024-04-25 05:00:00,8017883.63
2024-04-25 06:00:00,8386347.23
2024-04-25 07:00:00,8529100.94
2024-04-25 08:00:00,8981683.24
2024-04-25 09:00:00,9352539.19
2024-04-25 10:00:00,9610160.41
2024-04-25 11:00:00,9997907.04
2024-04-25 12:00:00,10311860.52
2024-04-25 13:00:00,10291877.86
2024-04-25 14:00:00,10422925.66
2024-04-25 15:00:00,10564188.91
2024-04-25 16:00:00,10536741.16
2024-04-25 17:00:00,10400755.05
2024-04-25 18:00:00,10172260.48
2024-04-25 19:00:00,10650945.24
2024-04-25 20:00:00,10739714.69
2024-04-25 21:00:00,10508005.65
2024-04-25 22:00:00,10045015.0
2024-04-25 23:00:00,9407967.07
2024-04-26 00:00:00,8849339.17
2024-04-26 01:00:00,8391948.45
2024-04-26 02:00:00,8072238.53
2024-04-26 03:00:00,7840647.94
2024-04-26 04:00:00,7731573.7
2024-04-26 05:00:00,7893827.83
2024-04-26 06:00:00,8261760.55
2024-04-26 07:00:00,8408474.26
2024-04-26 08:00:00,8859701.53
2024-04-26 09:00:00,9250470.23
2024-04-26 10:00:00,9478887.62
2024-04-26 11:00:00,9770672.53
2024-04-26 12:00:00,9949386.14
2024-04-26 13:00:00,9808640.89
2024-04-26 14:00:00,9884949.4
2024-04-26 15:00:00,10053819.9
2024-04-26 16:00:00,10055066.49
2024-04-26 17:00:00,9950740.3
2024-04-26 18:00:00,9699709.84
2024-04-26 19:00:00,10123201.26
2024-04-26 20:00:00,10235627.55
2024-04-26 21:00:00,10028414.31
2024-04-26 22:00:00,9620434.42
2024-04-26 23:00:00,9128121.74
2024-04-27 00:00:00,8637907.12
2024-04-27 01:00:00,8270396.21
2024-04-27 02:00:00,7997359.69
2024-04-27 03:00:00,7794077.74
2024-04-27 04:00:00,7666873.06
2024-04-27 05:00:00,7673743.35
2024-04-27 06:00:00,7736439.68
2024-04-27 07:00:00,7942615.17
2024-04-27 08:00:00,8479465.78
2024-04-27 09:00:00,8880727.94
2024-04-27 10:00:00,9295098.35
2024-04-27 11:00:00,9501526.51
2024-04-27 12:00:00,9764886.97
2024-04-27 13:00:00,9701875.59
2024-04-27 14:00:00,9622374.11
2024-04-27 15:00:00,9530058.81
2024-04-27 16:00:00,9475526.57
2024-04-27 17:00:00,9369117.26
2024-04-27 18:00:00,9307018.47
2024-04-27 19:00:00,9872021.26
2024-04-27 20:00:00,9903857.51
2024-04-27 21:00:00,9642177.02
2024-04-27 22:00:00,9235176.58
2024-04-27 23:00:00,8796589.51
2024-04-28 00:00:00,8388768.41
2024-04-28 01:00:00,8022050.0
2024-04-28 02:00:00,7698474.06
2024-04-28 03:00:00,7370229.96
2024-04-28 04:00:00,7163931.55
2024-04-28 05:00:00,7062129.16
2024-04-28 06:00:00,6940685.59
2024-04-28 07:00:00,6792730.51
2024-04-28 08:00:00,7059396.53
2024-04-28 09:00:00,7364396.5
2024-04-28 10:00:00,7646584.52
2024-04-28 11:00:00,7890503.31
2024-04-28 12:00:00,8163850.89
2024-04-28 13:00:00,8350569.3
2024-04-28 14:00:00,8351479.16
2024-04-28 15:00:00,8251531.98
2024-04-28 16:00:00,8247326.4
2024-04-28 17:00:00,8273725.66
2024-04-28 18:00:00,8258765.64
2024-04-28 19:00:00,8915091.62
2024-04-28 20:00:00,9167022.99
2024-04-28 21:00:00,9066048.94
2024-04-28 22:00:00,8835945.2
2024-04-28 23:00:00,8429356.54
2024-04-29 00:00:00,7991112.64
2024-04-29 01:00:00,7657128.21
2024-04-29 02:00:00,7462905.24
2024-04-29 03:00:00,7329627.67
2024-04-29 04:00:00,7262801.57
2024-04-29 05:00:00,7462727.17
2024-04-29 06:00:00,7897715.26
2024-04-29 07:00:00,8117731.65
2024-04-29 08:00:00,8635863.05
2024-04-29 09:00:00,9026718.01
2024-04-29 10:00:00,9312058.16
2024-04-29 11:00:00,9627297.12
2024-04-29 12:00:00,9910476.65
2024-04-29 13:00:00,9855989.69
2024-04-29 14:00:00,9997084.09
2024-04-29 15:00:00,10223983.19
2024-04-29 16:00:00,10236969.88
2024-04-29 17:00:00,10172363.2
2024-04-29 18:00:00,9913333.24
2024-04-29 19:00:00,10385664.72
2024-04-29 20:00:00,10589158.7
2024-04-29 21:00:00,10374298.7
2024-04-29 22:00:00,9973266.81
2024-04-29 23:00:00,9343423.21
2024-04-30 00:00:00,8729243.53
2024-04-30 01:00:00,8236678.62
2024-04-30 02:00:00,7975321.32
2024-04-30 03:00:00,7806126.13
2024-04-30 04:00:00,7713079.47
2024-04-30 05:00:00,7889583.83
2024-04-30 06:00:00,8242249.9
2024-04-30 07:00:00,8409902.27
2024-04-30 08:00:00,8882912.91
2024-04-30 09:00:00,9314350.79
2024-04-30 10:00:00,9627955.68
2024-04-30 11:00:00,10408052.49
2024-04-30 12:00:00,10671818.55
2024-04-30 13:00:00,10646620.46
2024-04-30 14:00:00,10820791.01
2024-04-30 15:00:00,11012114.89
2024-04-30 16:00:00,10883789.05
2024-04-30 17:00:00,10771373.09
2024-04-30 18:00:00,10470709.24
2024-04-30 19:00:00,10826515.34
2024-04-30 20:00:00,10911710.2
2024-04-30 21:00:00,10696054.8
2024-04-30 22:00:00,10277638.4
2024-04-30 23:00:00,9475020.25
2024-05-01 00:00:00,8889244.71
2024-05-01 01:00:00,8316352.63
2024-05-01 02:00:00,8027015.71
2024-05-01 03:00:00,7815724.85
2024-05-01 04:00:00,7686422.48
2024-05-01 05:00:00,7645953.36
2024-05-01 06:00:00,7526467.68
2024-05-01 07:00:00,7420516.36
2024-05-01 08:00:00,7854096.67
2024-05-01 09:00:00,8282572.96
2024-05-01 10:00:00,8697480.67
2024-05-01 11:00:00,9119529.36
2024-05-01 12:00:00,9501206.89
2024-05-01 13:00:00,9643629.08
2024-05-01 14:00:00,9664637.21
2024-05-01 15:00:00,9660810.57
2024-05-01 16:00:00,9594631.32
2024-05-01 17:00:00,9481817.69
2024-05-01 18:00:00,9469097.41
2024-05-01 19:00:00,10132633.73
