,Demanda
2024-05-01 20:00:00,10371111.94
2024-05-01 21:00:00,10248723.49
2024-05-01 22:00:00,9964672.81
2024-05-01 23:00:00,9297778.22
2024-05-02 00:00:00,8699335.68
2024-05-02 01:00:00,8265155.42
2024-05-02 02:00:00,7990006.71
2024-05-02 03:00:00,7802208.9
2024-05-02 04:00:00,7704277.74
2024-05-02 05:00:00,7887085.48
2024-05-02 06:00:00,8295761.8
2024-05-02 07:00:00,8478638.57
2024-05-02 08:00:00,8948671.5
2024-05-02 09:00:00,9414195.95
2024-05-02 10:00:00,9645734.97
2024-05-02 11:00:00,10090333.54
2024-05-02 12:00:00,10360555.32
2024-05-02 13:00:00,10324147.89
2024-05-02 14:00:00,10495514.2
2024-05-02 15:00:00,10671079.6
2024-05-02 16:00:00,10660332.41
2024-05-02 17:00:00,10537744.81
2024-05-02 18:00:00,10255175.75
2024-05-02 19:00:00,10733886.32
2024-05-02 20:00:00,10928050.89
2024-05-02 21:00:00,10745035.81
2024-05-02 22:00:00,10309624.79
2024-05-02 23:00:00,9499454.84
2024-05-03 00:00:00,8868298.31
2024-05-03 01:00:00,8359640.2
2024-05-03 02:00:00,8077173.51
2024-05-03 03:00:00,7888103.14
2024-05-03 04:00:00,7786889.61
2024-05-03 05:00:00,7955234.87
2024-05-03 06:00:00,8310370.91
2024-05-03 07:00:00,8444532.83
2024-05-03 08:00:00,8975093.41
2024-05-03 09:00:00,9433028.67
2024-05-03 10:00:00,9893642.21
2024-05-03 11:00:00,10235899.91
2024-05-03 12:00:00,10534641.05
2024-05-03 13:00:00,10428886.29
2024-05-03 14:00:00,10448130.83
2024-05-03 15:00:00,10649892.86
2024-05-03 16:00:00,10630911.7
2024-05-03 17:00:00,10488233.56
2024-05-03 18:00:00,10163480.45
2024-05-03 19:00:00,10593400.69
2024-05-03 20:00:00,10726214.29
2024-05-03 21:00:00,10563556.66
2024-05-03 22:00:00,10162831.91
2024-05-03 23:00:00,9540477.4
2024-05-04 00:00:00,9031972.99
2024-05-04 01:00:00,8489945.88
2024-05-04 02:00:00,8179440.11
2024-05-04 03:00:00,7955247.95
2024-05-04 04:00:00,7813388.96
2024-05-04 05:00:00,7780409.75
2024-05-04 06:00:00,7829229.55
2024-05-04 07:00:00,7985748.82
2024-05-04 08:00:00,8540159.34
2024-05-04 09:00:00,8984512.18
2024-05-04 10:00:00,9284616.73
2024-05-04 11:00:00,9582678.8
2024-05-04 12:00:00,9705874.35
2024-05-04 13:00:00,9599267.35
2024-05-04 14:00:00,9432111.97
2024-05-04 15:00:00,9331951.33
2024-05-04 16:00:00,9281940.04
2024-05-04 17:00:00,9196722.82
2024-05-04 18:00:00,9158265.53
2024-05-04 19:00:00,9695446.67
2024-05-04 20:00:00,9889165.04
2024-05-04 21:00:00,9642009.39
2024-05-04 22:00:00,9304594.82
2024-05-04 23:00:00,8805582.5
2024-05-05 00:00:00,8347253.23
2024-05-05 01:00:00,7850879.02
2024-05-05 02:00:00,7548279.44
2024-05-05 03:00:00,7296401.99
2024-05-05 04:00:00,7128080.99
2024-05-05 05:00:00,7092096.78
2024-05-05 06:00:00,6983719.83
2024-05-05 07:00:00,6864987.2
2024-05-05 08:00:00,7282615.73
2024-05-05 09:00:00,7705988.87
2024-05-05 10:00:00,8007886.71
2024-05-05 11:00:00,8273440.55
2024-05-05 12:00:00,8558214.09
2024-05-05 13:00:00,8697550.08
2024-05-05 14:00:00,8704148.09
2024-05-05 15:00:00,8692609.61
2024-05-05 16:00:00,8676630.04
2024-05-05 17:00:00,8652162.75
2024-05-05 18:00:00,8674684.44
2024-05-05 19:00:00,9334434.31
2024-05-05 20:00:00,9562091.27
2024-05-05 21:00:00,9479628.9
2024-05-05 22:00:00,9226138.25
2024-05-05 23:00:00,8821824.18
2024-05-06 00:00:00,8320446.38
2024-05-06 01:00:00,7960397.92
2024-05-06 02:00:00,7740551.67
2024-05-06 03:00:00,7555660.48
2024-05-06 04:00:00,7496975.57
2024-05-06 05:00:00,7668489.43
2024-05-06 06:00:00,8125206.82
2024-05-06 07:00:00,8335661.11
2024-05-06 08:00:00,8838888.71
2024-05-06 09:00:00,9439572.72
2024-05-06 10:00:00,9760061.43
2024-05-06 11:00:00,10173831.55
2024-05-06 12:00:00,10525705.15
2024-05-06 13:00:00,10480663.26
2024-05-06 14:00:00,10603359.66
2024-05-06 15:00:00,10811965.67
2024-05-06 16:00:00,10876319.98
2024-05-06 17:00:00,10693201.86
2024-05-06 18:00:00,10404518.77
2024-05-06 19:00:00,10809528.54
2024-05-06 20:00:00,11037015.14
2024-05-06 21:00:00,10828524.81
2024-05-06 22:00:00,10415639.81
2024-05-06 23:00:00,9767131.6
2024-05-07 00:00:00,8941768.38
2024-05-07 01:00:00,8483658.94
2024-05-07 02:00:00,8197714.71
2024-05-07 03:00:00,7964139.24
2024-05-07 04:00:00,7842344.38
2024-05-07 05:00:00,8000088.71
2024-05-07 06:00:00,8375300.47
2024-05-07 07:00:00,8496211.89
2024-05-07 08:00:00,8903278.0
2024-05-07 09:00:00,9490422.22
2024-05-07 10:00:00,9800992.19
2024-05-07 11:00:00,10210982.12
2024-05-07 12:00:00,10476564.79
2024-05-07 13:00:00,10431072.78
2024-05-07 14:00:00,10562664.46
2024-05-07 15:00:00,10823721.18
2024-05-07 16:00:00,10812300.65
2024-05-07 17:00:00,10645889.85
2024-05-07 18:00:00,10354498.52
2024-05-07 19:00:00,10840605.94
2024-05-07 20:00:00,10966898.11
2024-05-07 21:00:00,10812690.72
2024-05-07 22:00:00,10301323.2
2024-05-07 23:00:00,9704794.96
2024-05-08 00:00:00,8826565.7
2024-05-08 01:00:00,8345042.35
2024-05-08 02:00:00,8101766.58
2024-05-08 03:00:00,7943467.1
2024-05-08 04:00:00,7847030.18
2024-05-08 05:00:00,8011595.82
2024-05-08 06:00:00,8388703.83
2024-05-08 07:00:00,8538262.61
2024-05-08 08:00:00,8964699.6
2024-05-08 09:00:00,9577829.37
2024-05-08 10:00:00,9714156.3
2024-05-08 11:00:00,10088889.69
2024-05-08 12:00:00,10350265.32
2024-05-08 13:00:00,10243906.68
2024-05-08 14:00:00,10281512.15
2024-05-08 15:00:00,10544531.29
2024-05-08 16:00:00,10570589.13
2024-05-08 17:00:00,10450110.89
2024-05-08 18:00:00,10239756.3
2024-05-08 19:00:00,10796526.25
2024-05-08 20:00:00,10965725.37
2024-05-08 21:00:00,10730992.3
2024-05-08 22:00:00,10275546.56
2024-05-08 23:00:00,9594120.16
2024-05-09 00:00:00,8891918.74
2024-05-09 01:00:00,8332869.57
2024-05-09 02:00:00,8025396.5
2024-05-09 03:00:00,7821836.51
2024-05-09 04:00:00,7716084.86
2024-05-09 05:00:00,7908273.29
2024-05-09 06:00:00,8298437.08
2024-05-09 07:00:00,8439590.93
2024-05-09 08:00:00,8926427.65
2024-05-09 09:00:00,9347672.54
2024-05-09 10:00:00,9613270.93
2024-05-09 11:00:00,9854105.26
2024-05-09 12:00:00,10000141.68
2024-05-09 13:00:00,9915146.45
2024-05-09 14:00:00,9967843.81
2024-05-09 15:00:00,10105705.15
2024-05-09 16:00:00,10094043.73
2024-05-09 17:00:00,10015084.11
2024-05-09 18:00:00,9820737.53
2024-05-09 19:00:00,10513451.09
2024-05-09 20:00:00,10622480.57
2024-05-09 21:00:00,10388016.63
2024-05-09 22:00:00,9708916.52
2024-05-09 23:00:00,9050997.09
2024-05-10 00:00:00,8532796.9
2024-05-10 01:00:00,8107265.19
2024-05-10 02:00:00,7852020.37
2024-05-10 03:00:00,7682999.06
2024-05-10 04:00:00,7596553.66
2024-05-10 05:00:00,7778720.95
2024-05-10 06:00:00,8159811.7
2024-05-10 07:00:00,8347024.6
2024-05-10 08:00:00,8843031.33
2024-05-10 09:00:00,9284343.48
2024-05-10 10:00:00,9549588.21
2024-05-10 11:00:00,9963498.14
2024-05-10 12:00:00,10233575.86
2024-05-10 13:00:00,10166072.35
2024-05-10 14:00:00,10239516.5
2024-05-10 15:00:00,10502706.01
2024-05-10 16:00:00,10530610.73
2024-05-10 17:00:00,10343549.13
2024-05-10 18:00:00,10034004.31
2024-05-10 19:00:00,10699272.77
2024-05-10 20:00:00,10833480.53
2024-05-10 21:00:00,10646452.04
2024-05-10 22:00:00,10257551.18
2024-05-10 23:00:00,9553566.2
2024-05-11 00:00:00,8992621.78
2024-05-11 01:00:00,8560939.44
2024-05-11 02:00:00,8208654.76
2024-05-11 03:00:00,8009488.31
2024-05-11 04:00:00,7861988.49
2024-05-11 05:00:00,7859479.97
2024-05-11 06:00:00,7886888.5
2024-05-11 07:00:00,8035978.68
2024-05-11 08:00:00,8526915.4
2024-05-11 09:00:00,9025314.61
2024-05-11 10:00:00,9393940.34
2024-05-11 11:00:00,9714746.96
2024-05-11 12:00:00,9921036.22
2024-05-11 13:00:00,9878184.93
2024-05-11 14:00:00,9810424.24
2024-05-11 15:00:00,9731995.1
2024-05-11 16:00:00,9669556.04
2024-05-11 17:00:00,9590093.29
2024-05-11 18:00:00,9501830.23
2024-05-11 19:00:00,10243747.23
2024-05-11 20:00:00,10353672.76
2024-05-11 21:00:00,10099328.77
2024-05-11 22:00:00,9575689.78
2024-05-11 23:00:00,9145979.9
2024-05-12 00:00:00,8668869.88
2024-05-12 01:00:00,8252843.99
2024-05-12 02:00:00,7931836.14
2024-05-12 03:00:00,7665837.03
2024-05-12 04:00:00,7464166.93
2024-05-12 05:00:00,7376899.93
2024-05-12 06:00:00,7249538.16
2024-05-12 07:00:00,7144782.39
2024-05-12 08:00:00,7438166.5
2024-05-12 09:00:00,7783887.63
2024-05-12 10:00:00,8035103.59
2024-05-12 11:00:00,8290755.69
2024-05-12 12:00:00,8480181.64
2024-05-12 13:00:00,8547111.85
2024-05-12 14:00:00,8461776.23
2024-05-12 15:00:00,8359097.93
2024-05-12 16:00:00,8324119.27
2024-05-12 17:00:00,8333084.37
2024-05-12 18:00:00,8361438.3
2024-05-12 19:00:00,8985157.24
2024-05-12 20:00:00,9201199.05
2024-05-12 21:00:00,9078041.08
2024-05-12 22:00:00,8898850.03
2024-05-12 23:00:00,8603597.92
2024-05-13 00:00:00,8227791.14
2024-05-13 01:00:00,7901450.92
2024-05-13 02:00:00,7628009.0
2024-05-13 03:00:00,7427353.31
2024-05-13 04:00:00,7272351.51
2024-05-13 05:00:00,7255079.91
2024-05-13 06:00:00,7155820.94
2024-05-13 07:00:00,7129456.33
2024-05-13 08:00:00,7485546.79
2024-05-13 09:00:00,7877981.37
2024-05-13 10:00:00,8232772.82
2024-05-13 11:00:00,8644324.37
2024-05-13 12:00:00,8946528.8
2024-05-13 13:00:00,9105328.19
2024-05-13 14:00:00,9187721.99
2024-05-13 15:00:00,9132263.78
2024-05-13 16:00:00,9093629.42
2024-05-13 17:00:00,9028873.4
2024-05-13 18:00:00,9005010.77
2024-05-13 19:00:00,9682751.95
2024-05-13 20:00:00,10027578.81
2024-05-13 21:00:00,9934245.16
2024-05-13 22:00:00,9645405.42
2024-05-13 23:00:00,9184876.46
2024-05-14 00:00:00,8693812.3
2024-05-14 01:00:00,8272677.18
2024-05-14 02:00:00,7999452.77
2024-05-14 03:00:00,7818544.58
2024-05-14 04:00:00,7737317.1
2024-05-14 05:00:00,7889102.32
2024-05-14 06:00:00,8194710.46
2024-05-14 07:00:00,8379643.72
2024-05-14 08:00:00,8956142.56
2024-05-14 09:00:00,9438041.49
2024-05-14 10:00:00,9715842.69
2024-05-14 11:00:00,10042487.75
2024-05-14 12:00:00,10342726.63
2024-05-14 13:00:00,10267235.23
2024-05-14 14:00:00,10416032.81
2024-05-14 15:00:00,10638046.4
2024-05-14 16:00:00,10588267.77
2024-05-14 17:00:00,10473757.63
2024-05-14 18:00:00,10180681.68
2024-05-14 19:00:00,10678063.21
2024-05-14 20:00:00,10814803.67
2024-05-14 21:00:00,10636151.25
2024-05-14 22:00:00,10184192.17
2024-05-14 23:00:00,9542607.99
2024-05-15 00:00:00,8972227.56
2024-05-15 01:00:00,8520406.11
2024-05-15 02:00:00,8242412.44
2024-05-15 03:00:00,8025590.47
2024-05-15 04:00:00,7929555.9
2024-05-15 05:00:00,8060193.15
2024-05-15 06:00:00,8415157.91
2024-05-15 07:00:00,8534465.16
2024-05-15 08:00:00,8981375.48
2024-05-15 09:00:00,9438641.34
2024-05-15 10:00:00,9698037.04
2024-05-15 11:00:00,10016653.55
2024-05-15 12:00:00,10260265.82
2024-05-15 13:00:00,10156246.7
2024-05-15 14:00:00,10203178.38
2024-05-15 15:00:00,10386061.6
2024-05-15 16:00:00,10402683.39
2024-05-15 17:00:00,10269815.07
2024-05-15 18:00:00,10016565.07
2024-05-15 19:00:00,10541164.27
2024-05-15 20:00:00,10735629.56
2024-05-15 21:00:00,10575306.35
2024-05-15 22:00:00,10156640.16
2024-05-15 23:00:00,9527638.67
2024-05-16 00:00:00,8946788.38
2024-05-16 01:00:00,8514369.39
2024-05-16 02:00:00,8227268.48
2024-05-16 03:00:00,8006510.48
2024-05-16 04:00:00,7901240.96
2024-05-16 05:00:00,8060810.76
2024-05-16 06:00:00,8396389.2
2024-05-16 07:00:00,8554085.14
2024-05-16 08:00:00,9024912.4
2024-05-16 09:00:00,9429971.25
2024-05-16 10:00:00,9769669.21
2024-05-16 11:00:00,10120075.6
2024-05-16 12:00:00,10361901.48
2024-05-16 13:00:00,10339595.13
2024-05-16 14:00:00,10495292.41
2024-05-16 15:00:00,10687510.48
2024-05-16 16:00:00,10671129.14
2024-05-16 17:00:00,10529025.42
2024-05-16 18:00:00,10242150.2
2024-05-16 19:00:00,10690817.85
2024-05-16 20:00:00,10854978.62
2024-05-16 21:00:00,10638270.11
2024-05-16 22:00:00,10206936.26
2024-05-16 23:00:00,9560071.01
2024-05-17 00:00:00,9002073.99
2024-05-17 01:00:00,8516868.6
2024-05-17 02:00:00,8243072.51
2024-05-17 03:00:00,8016581.08
2024-05-17 04:00:00,7893490.55
2024-05-17 05:00:00,8019211.56
2024-05-17 06:00:00,8264798.4
2024-05-17 07:00:00,8484156.35
2024-05-17 08:00:00,8971142.16
2024-05-17 09:00:00,9457874.6
2024-05-17 10:00:00,9781758.54
2024-05-17 11:00:00,10082369.75
2024-05-17 12:00:00,10393818.06
2024-05-17 13:00:00,10387026.78
2024-05-17 14:00:00,10629637.97
2024-05-17 15:00:00,10830490.99
2024-05-17 16:00:00,10790919.57
2024-05-17 17:00:00,10608802.36
2024-05-17 18:00:00,10318200.22
2024-05-17 19:00:00,10718438.82
2024-05-17 20:00:00,10865425.71
2024-05-17 21:00:00,10697626.26
2024-05-17 22:00:00,10198853.52
2024-05-17 23:00:00,9672969.34
2024-05-18 00:00:00,9148435.89
2024-05-18 01:00:00,8658167.8
2024-05-18 02:00:00,8323484.23
2024-05-18 03:00:00,8054895.98
2024-05-18 04:00:00,7931970.29
2024-05-18 05:00:00,7942173.69
2024-05-18 06:00:00,7974249.99
2024-05-18 07:00:00,8159251.88
2024-05-18 08:00:00,8640207.66
2024-05-18 09:00:00,9294098.58
2024-05-18 10:00:00,9729822.24
2024-05-18 11:00:00,10060885.82
2024-05-18 12:00:00,10247115.13
2024-05-18 13:00:00,10204303.18
2024-05-18 14:00:00,10125107.82
2024-05-18 15:00:00,10044386.36
2024-05-18 16:00:00,9949038.8
2024-05-18 17:00:00,9833503.86
2024-05-18 18:00:00,9770106.8
2024-05-18 19:00:00,10301501.62
2024-05-18 20:00:00,10376718.87
2024-05-18 21:00:00,10081038.27
2024-05-18 22:00:00,9704395.9
2024-05-18 23:00:00,9300351.48
2024-05-19 00:00:00,8889389.42
2024-05-19 01:00:00,8507163.89
2024-05-19 02:00:00,8179839.3
2024-05-19 03:00:00,7954174.63
2024-05-19 04:00:00,7765888.0
2024-05-19 05:00:00,7689486.98
2024-05-19 06:00:00,7483258.24
2024-05-19 07:00:00,7407547.01
2024-05-19 08:00:00,7705013.71
2024-05-19 09:00:00,8070033.15
2024-05-19 10:00:00,8425005.46
2024-05-19 11:00:00,8736321.55
2024-05-19 12:00:00,9012894.33
2024-05-19 13:00:00,9170480.82
2024-05-19 14:00:00,9221062.57
2024-05-19 15:00:00,9150607.32
2024-05-19 16:00:00,9033061.59
2024-05-19 17:00:00,8964039.92
2024-05-19 18:00:00,8988668.17
2024-05-19 19:00:00,9639352.18
2024-05-19 20:00:00,9936961.76
2024-05-19 21:00:00,9874963.51
2024-05-19 22:00:00,9627403.03
2024-05-19 23:00:00,9205069.27
2024-05-20 00:00:00,8754070.96
